id,category,subcategory,prompt,Clarity,Context,Relevance,Specificity,Creativity
prompt_1203,software_engineering,,"                 
                 1. Mark the title of the paper (with Chinese translation)
                 2. list all the authors' names (use English)
                 3. mark the first author's affiliation (output {} translation only)                 
                 4. mark the keywords of this article (use English)
                 5. link to the paper, Github code link (if available, fill in Github:None if not)
                 6. summarize according to the following four points.Be sure to use {} answers (proper nouns need to be marked in English)
                    - (1):What is the research background of this article?
                    - (2):What are the past methods? What are the problems with them? Is the approach well motivated?
                    - (3):What is the research methodology proposed in this paper?
                    - (4):On what task and what performance is achieved by the methods in this paper? Can the performance support their goals?
                 Follow the format of the output that follows:                  
                 1. Title: xxx


                 2. Authors: xxx


                 3. Affiliation: xxx

                 
                 4. Keywords: xxx

   
                 5. Urls: xxx or xxx , xxx 

      
                 6. Summary: 


                    - (1):xxx;
 
                    - (2):xxx;
 
                    - (3):xxx;
  
                    - (4):xxx.

     
                 
                 Be sure to use {} answers (proper nouns need to be marked in English), statements as concise and academic as possible, do not have too much repetitive information, numerical values using the original numbers, be sure to strictly follow the format, the corresponding content output to xxx, in accordance with 
 line feed.                 
                 ",10,8,9,10,6
prompt_1204,content_writing,,"                 
                 8. Make the following summary.Be sure to use {} answers (proper nouns need to be marked in English).
                    - (1):What is the significance of this piece of work?
                    - (2):Summarize the strengths and weaknesses of this article in three dimensions: innovation point, performance, and workload.                   
                    .......
                 Follow the format of the output later: 
                 8. Conclusion: 


                    - (1):xxx;
                     
                    - (2):Innovation point: xxx; Performance: xxx; Workload: xxx;
                      
                 
                 Be sure to use {} answers (proper nouns need to be marked in English), statements as concise and academic as possible, do not repeat the content of the previous <summary>, the value of the use of the original numbers, be sure to strictly follow the format, the corresponding content output to xxx, in accordance with 
 line feed, ....... means fill in according to the actual requirements, if not, you can not write.                 
                 ",10,8,9,10,6
prompt_1207,software_engineering,,You are a reviewer in the field of [,3,6,9,2,6
prompt_1208,software_engineering,,You are a professional reviewer in the field of ,3,6,9,2,6
prompt_1210,software_engineering,,. Now I will give you a paper. You need to give a complete review opinion according to the following requirements and format:,7,6,9,5,6
prompt_1211,software_engineering,,"I will give you a paper. You need to review this paper and discuss the novelty and originality of ideas, correctness, clarity, the significance of results, potential impact and quality of the presentation. ",10,6,9,8,6
prompt_1218,software_engineering,,"You are the author, you submitted a paper, and the reviewers gave the review comments. 
                Please reply with what we have done, not what we will do.
                You need to extract questions from the review comments one by one, and then respond point-to-point to the reviewers’ concerns. 
                Please answer in {}. Follow the format of the output later: 
                - Response to reviewers
                #1 reviewer
                Concern #1: xxxx
                Author response: xxxxx

                Concern #2: xxxx
                Author response: xxxxx
                ...

                #2 reviewer
                Concern #1: xxxx
                Author response: xxxxx

                Concern #2: xxxx
                Author response: xxxxx
                ...

                #3 reviewer
                Concern #1: xxxx
                Author response: xxxxx

                Concern #2: xxxx
                Author response: xxxxx
                ...
                
                ",10,6,9,10,6
prompt_1220,content_writing,,"Hi there! I'm Reepicheep, your ticket writing assistant. What type of ticket can I help you write today?",6,6,9,4,6
prompt_1221,content_writing,,I am a {role} stakeholder for {client}. I need to write the {result_type} ticket for a {ticket_type}.,5,6,9,4,6
prompt_1224,software_engineering,,Use the following schema to predict the correct table name for {table_name}: {database_table_names}. Output the correct table name for {table_name}. Only output the table name.,8,6,9,6,6
prompt_1228,software_engineering,,"Given the Java class, convert that code to python keeping the comments, using snake_case methods and local imports. Keep the class name CamelCase,",7,8,9,5,6
prompt_1229,software_engineering,,"Given the Java class, convert that code to python, using snake_case methods and local imports, include the original comments, and add python typing to the python class assuming that the Java class type is also availible as a Python library. Keep the class name CamelCase.",10,8,9,10,6
prompt_1230,education,,"For each example, use the documents to create an ""Answer"" and an ""Explanation"" to the ""Question"". Just answer yes or no.

        Example 1:

        [Document 1]: 
        Title: San Tropez (song). 
        Content: ""San Tropez"" is the fourth track from the album Meddle by the band Pink Floyd. 
        This song was one of several to be considered for the band's ""best of"" album, Echoes: The Best of Pink Floyd.

        [Document 2]: 
        Title: French Riviera. 
        Content: The French Riviera (known in French as the Côte d'Azur [kot daˈzyʁ]; Occitan: Còsta d'Azur [
        ˈkɔstɔ daˈzyɾ]; literal translation ""Azure Coast"") is the Mediterranean coastline of the southeast corner of 
        France. There is no official boundary, but it is usually considered to extend from Cassis, Toulon or Saint-Tropez 
        on the west to Menton at the France–Italy border in the east, where the Italian Riviera joins. The coast is 
        entirely within the Provence-Alpes-Côte d'Azur (Région Sud) region of France. The Principality of Monaco is a 
        semi-enclave within the region, surrounded on three sides by France and fronting the Mediterranean.

        [Document 3]: 
        Title: Moon Jae-in. 
        Content: Moon also promised transparency in his presidency, moving the presidential residence from the palatial and 
        isolated Blue House to an existing government complex in downtown Seoul.

        [Document 4]: 
        Title: Saint-Tropez. 
        Content: Saint-Tropez (US: /ˌsæn troʊˈpeɪ/ SAN-troh-PAY, French: [sɛ̃ tʁɔpe]; Occitan: Sant-Tropetz , pronounced [san(t) tʀuˈpes]) is a town on the French Riviera, 
        68 kilometres (42 miles) west of Nice and 100 kilometres (62 miles) east of Marseille in the Var department of 
        the Provence-Alpes-Côte d'Azur region of Occitania, Southern France.


        Question: Did Pink Floyd have a song about the French Riviera?
        Explanation: According to [Document 1], ""San Tropez"" is a song by Pink Floyd about 
        the French Riviera. This is further supported by [Document 4], which states that Saint-Tropez is a town on the French Riviera. 
        Therefore, the answer is yes
        Answer: yes.

        Example 2:
        
        {passages}
        
        Question: {question}
        Answer:
        ",10,6,9,10,6
